Date,TransactionType,TransactionTypeId,Num,CreateDate,CreatedBy,LastModified,LastModifiedBy,Name,NameId,Location,LocationId,Class,ClassId,Memo,Split,SplitId,Debit,Credit,PaymentMethod,PaymentMethodId,Amount,Balance,TaxName,TaxAmount,TaxableAmount,Categories,AccountId,Account,Store
2022-08-01 00:00:00,Invoice,241,1237777,2023-03-07T11:15:23-0800,Hassan Syyid,2023-03-07T11:15:23-0800,Hassan Syyid,Accenture,59,,,,,Organic Bananas,1234 Accounts Receivable (A/R),84,,30.00,,,30.0,930.0,,2.73,30.00,"['Ordinary Income/Expenses', 'Income', 'Landscaping Services', 'Job Materials', 'Fountains and Garden Lighting']",48,Fountains and Garden Lighting,
2022-08-01 00:00:00,Invoice,242,12384842,2023-03-07T11:15:23-0800,Hassan Syyid,2023-03-07T11:15:23-0800,Hassan Syyid,Accenture,59,,,,,Organic Bananas,1234 Accounts Receivable (A/R),84,,30.00,,,30.0,960.0,,.00,.00,"['Ordinary Income/Expenses', 'Income', 'Landscaping Services', 'Job Materials', 'Fountains and Garden Lighting']",48,Fountains and Garden Lighting,
2022-08-01 00:00:00,Invoice,256,1237777891,2023-03-15T12:03:22-0700,Hassan Syyid,2023-03-15T12:03:22-0700,Hassan Syyid,Accenture,59,,,,,Organic Bananas,1234 Accounts Receivable (A/R),84,,12.00,,,12.0,972.0,,1.09,12.00,"['Ordinary Income/Expenses', 'Income', 'Landscaping Services', 'Job Materials', 'Fountains and Garden Lighting']",48,Fountains and Garden Lighting,
2022-08-01 00:00:00,Invoice,258,1237777892,2023-03-15T12:04:02-0700,Hassan Syyid,2023-03-15T12:04:02-0700,Hassan Syyid,Accenture,59,,,,,Organic Bananas,1234 Accounts Receivable (A/R),84,,12.00,,,12.0,984.0,,1.09,12.00,"['Ordinary Income/Expenses', 'Income', 'Landscaping Services', 'Job Materials', 'Fountains and Garden Lighting']",48,Fountains and Garden Lighting,
2022-08-19 00:00:00,Invoice,172,1049,2022-08-19T10:26:31-0700,Hassan Syyid,2023-04-04T15:45:18-0700,Hassan Syyid,Accenture,59,,,Another class,5000000000000275721,,1234 Accounts Receivable (A/R),84,,30.00,,,30.0,1014.0,,.00,.00,"['Ordinary Income/Expenses', 'Income', 'Landscaping Services', 'Job Materials', 'Fountains and Garden Lighting']",48,Fountains and Garden Lighting,
2022-08-19 00:00:00,Invoice,173,1050,2022-08-19T10:52:42-0700,Hassan Syyid,2022-08-19T10:52:42-0700,Hassan Syyid,Microsoft,60,,,,,,1234 Accounts Receivable (A/R),84,,30.00,,,30.0,1044.0,,.00,.00,"['Ordinary Income/Expenses', 'Income', 'Landscaping Services', 'Job Materials', 'Fountains and Garden Lighting']",48,Fountains and Garden Lighting,
2022-08-01 00:00:00,Invoice,221,1051,2023-02-28T22:27:06-0800,Hassan Syyid,2023-02-28T22:27:06-0800,Hassan Syyid,Brendan T Hogan,84,,,,,Opening Balance,1234 Accounts Receivable (A/R),84,,200.00,,,200.0,200.0,,.00,.00,"['Ordinary Income/Expenses', 'Income', 'Services']",1,Services,
2022-08-01 00:00:00,Bill,510,,2023-11-23T08:34:15-0800,System Administration,2023-11-23T08:34:15-0800,System Administration,Hall Properties,40,,,,,Building Lease,Accounts Payable (A/P),33,900.00,,,,900.0,900.0,,.00,.00,"['Ordinary Income/Expenses', 'Expenses', 'Rent or Lease']",17,Rent or Lease,
2022-08-01 00:00:00,Bill,511,,2023-11-23T08:34:16-0800,System Administration,2023-11-23T08:34:16-0800,System Administration,Cal Telephone,32,,,,,Monthly Phone Bill,Accounts Payable (A/P),33,74.36,,,,74.36,74.36,,.00,.00,"['Ordinary Income/Expenses', 'Expenses', 'Utilities', 'Telephone']",77,Telephone,
2022-09-01 00:00:00,Bill,512,,2023-11-23T08:34:16-0800,System Administration,2023-11-23T08:34:16-0800,System Administration,Hall Properties,40,,,,,Building Lease,Accounts Payable (A/P),33,900.00,,,,900.0,900.0,,.00,.00,"['Ordinary Income/Expenses', 'Expenses', 'Rent or Lease']",17,Rent or Lease,
2022-09-01 00:00:00,Bill,513,,2023-11-23T08:34:16-0800,System Administration,2023-11-23T08:34:16-0800,System Administration,Cal Telephone,32,,,,,Monthly Phone Bill,Accounts Payable (A/P),33,74.36,,,,74.36,74.36,,.00,.00,"['Ordinary Income/Expenses', 'Expenses', 'Utilities', 'Telephone']",77,Telephone,
2022-10-12 00:00:00,Journal Entry,177,lc_4_2_7_2022,2022-10-27T12:28:52-0700,Hassan Syyid,2022-10-27T12:28:52-0700,Hassan Syyid,,,,,,,ROU Liability - ST,-Split-,,,1025.00,,,1025.0,1025.0,,.00,.00,"['Ordinary Income/Expenses', 'Income', 'Landscaping Services', 'Job Materials', '7500 Plants and Soil']",49,7500 Plants and Soil,
2022-10-12 00:00:00,Journal Entry,177,lc_4_2_7_2022,2022-10-27T12:28:52-0700,Hassan Syyid,2022-10-27T12:28:52-0700,Hassan Syyid,,,,,,,Accounts Payable,-Split-,,,1025.00,,,1025.0,2050.0,,.00,.00,"['Ordinary Income/Expenses', 'Income', 'Landscaping Services', 'Job Materials', '7500 Plants and Soil']",49,7500 Plants and Soil,
2022-10-12 00:00:00,Journal Entry,177,lc_4_2_7_2022,2022-10-27T12:28:52-0700,Hassan Syyid,2022-10-27T12:28:52-0700,Hassan Syyid,,,,,,,ROU Liability - LT,-Split-,,1025.00,,,,-1025.0,1025.0,,.00,.00,"['Ordinary Income/Expenses', 'Income', 'Landscaping Services', 'Job Materials', '7500 Plants and Soil']",49,7500 Plants and Soil,
2022-10-12 00:00:00,Journal Entry,177,lc_4_2_7_2022,2022-10-27T12:28:52-0700,Hassan Syyid,2022-10-27T12:28:52-0700,Hassan Syyid,,,,,,,Lease Expense,-Split-,,942.74,,,,-942.74,82.26,,.00,.00,"['Ordinary Income/Expenses', 'Income', 'Landscaping Services', 'Job Materials', '7500 Plants and Soil']",49,7500 Plants and Soil,
2022-10-12 00:00:00,Journal Entry,177,lc_4_2_7_2022,2022-10-27T12:28:52-0700,Hassan Syyid,2022-10-27T12:28:52-0700,Hassan Syyid,,,,,,,ROU Asset,-Split-,,,942.74,,,942.74,1025.0,,.00,.00,"['Ordinary Income/Expenses', 'Income', 'Landscaping Services', 'Job Materials', '7500 Plants and Soil']",49,7500 Plants and Soil,
2022-10-12 00:00:00,Journal Entry,177,lc_4_2_7_2022,2022-10-27T12:28:52-0700,Hassan Syyid,2022-10-27T12:28:52-0700,Hassan Syyid,,,,,,,ROU Liability - ST,-Split-,,1025.00,,,,-1025.0,0.0,,.00,.00,"['Ordinary Income/Expenses', 'Income', 'Landscaping Services', 'Job Materials', '7500 Plants and Soil']",49,7500 Plants and Soil,
2022-10-01 00:00:00,Bill,514,,2023-11-23T08:34:16-0800,System Administration,2023-11-23T08:34:16-0800,System Administration,Hall Properties,40,,,,,Building Lease,Accounts Payable (A/P),33,900.00,,,,900.0,900.0,,.00,.00,"['Ordinary Income/Expenses', 'Expenses', 'Rent or Lease']",17,Rent or Lease,
2022-10-01 00:00:00,Bill,515,,2023-11-23T08:34:16-0800,System Administration,2023-11-23T08:34:16-0800,System Administration,Cal Telephone,32,,,,,Monthly Phone Bill,Accounts Payable (A/P),33,74.36,,,,74.36,74.36,,.00,.00,"['Ordinary Income/Expenses', 'Expenses', 'Utilities', 'Telephone']",77,Telephone,
2022-11-01 00:00:00,Bill,516,,2023-11-23T08:34:17-0800,System Administration,2023-11-23T08:34:17-0800,System Administration,Hall Properties,40,,,,,Building Lease,Accounts Payable (A/P),33,900.00,,,,900.0,900.0,,.00,.00,"['Ordinary Income/Expenses', 'Expenses', 'Rent or Lease']",17,Rent or Lease,
2022-11-01 00:00:00,Bill,517,,2023-11-23T08:34:17-0800,System Administration,2023-11-23T08:34:17-0800,System Administration,Cal Telephone,32,,,,,Monthly Phone Bill,Accounts Payable (A/P),33,74.36,,,,74.36,74.36,,.00,.00,"['Ordinary Income/Expenses', 'Expenses', 'Utilities', 'Telephone']",77,Telephone,
2022-12-29 00:00:00,Invoice,179,1059,2022-12-29T09:30:48-0800,Hassan Syyid,2022-12-29T09:30:48-0800,Hassan Syyid,Amy's Bird Sanctuary,1,,,,,,1234 Accounts Receivable (A/R),84,,75.00,,,75.0,75.0,,.00,.00,"['Ordinary Income/Expenses', 'Income', 'Design income']",82,Design income,
2022-12-29 00:00:00,Invoice,178,1059,2022-12-29T09:07:51-0800,Hassan Syyid,2022-12-29T09:07:51-0800,Hassan Syyid,Amy's Bird Sanctuary,1,,,,,,1234 Accounts Receivable (A/R),84,,75.00,,,75.0,150.0,,.00,.00,"['Ordinary Income/Expenses', 'Income', 'Design income']",82,Design income,
2022-12-01 00:00:00,Bill,518,,2023-11-23T08:34:17-0800,System Administration,2023-11-23T08:34:17-0800,System Administration,Hall Properties,40,,,,,Building Lease,Accounts Payable (A/P),33,900.00,,,,900.0,900.0,,.00,.00,"['Ordinary Income/Expenses', 'Expenses', 'Rent or Lease']",17,Rent or Lease,
2022-12-01 00:00:00,Bill,519,,2023-11-23T08:34:17-0800,System Administration,2023-11-23T08:34:17-0800,System Administration,Cal Telephone,32,,,,,Monthly Phone Bill,Accounts Payable (A/P),33,74.36,,,,74.36,74.36,,.00,.00,"['Ordinary Income/Expenses', 'Expenses', 'Utilities', 'Telephone']",77,Telephone,
2022-12-30 00:00:00,Invoice,180,1060,2022-12-30T06:22:31-0800,Hassan Syyid,2022-12-30T06:22:31-0800,Hassan Syyid,Amy's Bird Sanctuary,1,,,,,,1234 Accounts Receivable (A/R),84,,75.00,,,75.0,75.0,,.00,.00,"['Ordinary Income/Expenses', 'Income', 'Design income']",82,Design income,
2023-01-01 00:00:00,Bill,520,,2023-11-23T08:34:17-0800,System Administration,2023-11-23T08:34:17-0800,System Administration,Hall Properties,40,,,,,Building Lease,Accounts Payable (A/P),33,900.00,,,,900.0,900.0,,.00,.00,"['Ordinary Income/Expenses', 'Expenses', 'Rent or Lease']",17,Rent or Lease,
2023-01-01 00:00:00,Bill,521,,2023-11-23T08:34:17-0800,System Administration,2023-11-23T08:34:17-0800,System Administration,Cal Telephone,32,,,,,Monthly Phone Bill,Accounts Payable (A/P),33,74.36,,,,74.36,74.36,,.00,.00,"['Ordinary Income/Expenses', 'Expenses', 'Utilities', 'Telephone']",77,Telephone,
2023-03-01 00:00:00,Journal Entry,313,lc_4_18_3_2023,2023-03-21T12:26:30-0700,Hassan Syyid,2023-03-21T12:26:30-0700,Hassan Syyid,,,,,,,ASC 842 JEs - Temple Solutions-TS Store 2 Period 3,-Split-,,,668.42,,,668.42,668.42,,.00,.00,"['Ordinary Income/Expenses', 'Income', '111 Other Income']",83,111 Other Income,
2023-03-01 00:00:00,Journal Entry,311,lc_4_18_3_2023,2023-03-21T12:10:03-0700,Hassan Syyid,2023-03-21T12:10:03-0700,Hassan Syyid,,,,,,,ASC 842 JEs - Temple Solutions-TS Store 2 Period 3,-Split-,,,668.42,,,668.42,1336.84,,.00,.00,"['Ordinary Income/Expenses', 'Income', '111 Other Income']",83,111 Other Income,
2023-03-01 00:00:00,Journal Entry,315,lc_4_18_3_2023,2023-03-21T12:32:05-0700,Hassan Syyid,2023-03-21T12:32:05-0700,Hassan Syyid,,,,,,,ASC 842 JEs - Temple Solutions-TS Store 2 Period 3,-Split-,,,668.42,,,668.42,2005.26,,.00,.00,"['Ordinary Income/Expenses', 'Income', '111 Other Income']",83,111 Other Income,
2023-02-07 00:00:00,Journal Entry,187,053122 Rev_Rec USD 1,2023-02-07T12:54:29-0800,Hassan Syyid,2023-02-07T12:54:29-0800,Hassan Syyid,,,,,,,202205 Revenue Recognition - Accenture,-Split-,,,31240.59,,,31240.59,31240.59,,.00,.00,"['Ordinary Income/Expenses', 'Income', '4100 Recurring']",92,4100 Recurring,
2023-02-13 00:00:00,Invoice,200,2004,2023-02-13T16:59:03-0800,Hassan Syyid,2023-02-13T16:59:03-0800,Hassan Syyid,Microsoft,60,,,,,,1234 Accounts Receivable (A/R),84,,75.00,,,75.0,31315.59,,.00,.00,"['Ordinary Income/Expenses', 'Income', '4100 Recurring']",92,4100 Recurring,
2023-02-19 00:00:00,Invoice,208,3005,2023-02-19T19:23:11-0800,Hassan Syyid,2023-02-19T19:23:11-0800,Hassan Syyid,Microsoft,60,,,,,Some yummy cookies!,1234 Accounts Receivable (A/R),84,,50.00,,,50.0,31365.59,,.00,.00,"['Ordinary Income/Expenses', 'Income', '4100 Recurring']",92,4100 Recurring,
2023-02-19 00:00:00,Invoice,207,3005,2023-02-19T19:22:51-0800,Hassan Syyid,2023-02-19T19:22:51-0800,Hassan Syyid,Microsoft,60,,,,,Some yummy cookies!,1234 Accounts Receivable (A/R),84,,50.00,,,50.0,31415.59,,.00,.00,"['Ordinary Income/Expenses', 'Income', '4100 Recurring']",92,4100 Recurring,
2023-02-19 00:00:00,Invoice,206,3005,2023-02-19T19:22:11-0800,Hassan Syyid,2023-02-19T19:22:11-0800,Hassan Syyid,Microsoft,60,,,,,Some yummy cookies!,1234 Accounts Receivable (A/R),84,,50.00,,,50.0,31465.59,,.00,.00,"['Ordinary Income/Expenses', 'Income', '4100 Recurring']",92,4100 Recurring,
2023-02-22 00:00:00,Invoice,210,30,2023-02-22T06:56:40-0800,Hassan Syyid,2023-02-22T06:56:40-0800,Hassan Syyid,Microsoft,60,,,,,Some yummy cookies!,1234 Accounts Receivable (A/R),84,,50.00,,,50.0,31515.59,,.00,.00,"['Ordinary Income/Expenses', 'Income', '4100 Recurring']",92,4100 Recurring,
2023-02-22 00:00:00,Invoice,209,30,2023-02-22T01:35:32-0800,Hassan Syyid,2023-02-22T01:35:32-0800,Hassan Syyid,Microsoft,60,,,,,Some yummy cookies!,1234 Accounts Receivable (A/R),84,,50.00,,,50.0,31565.59,,.00,.00,"['Ordinary Income/Expenses', 'Income', '4100 Recurring']",92,4100 Recurring,
2023-02-24 00:00:00,Invoice,212,30,2023-02-24T05:10:34-0800,Hassan Syyid,2023-02-24T05:10:34-0800,Hassan Syyid,Microsoft,60,,,,,Some yummy cookies!,1234 Accounts Receivable (A/R),84,,50.00,,,50.0,31615.59,,.00,.00,"['Ordinary Income/Expenses', 'Income', '4100 Recurring']",92,4100 Recurring,
2023-02-25 00:00:00,Invoice,213,3015,2023-02-25T05:03:07-0800,Hassan Syyid,2023-02-25T05:03:07-0800,Hassan Syyid,Microsoft,60,,,,,Some yummy cookies!,1234 Accounts Receivable (A/R),84,,50.00,,,50.0,31665.59,,.00,.00,"['Ordinary Income/Expenses', 'Income', '4100 Recurring']",92,4100 Recurring,
2023-02-27 00:00:00,Invoice,216,12345,2023-02-27T08:56:37-0800,Hassan Syyid,2023-02-27T08:56:37-0800,Hassan Syyid,Accenture,59,,,,,Organic Bananas,1234 Accounts Receivable (A/R),84,,30.00,,,30.0,31695.59,,2.73,30.00,"['Ordinary Income/Expenses', 'Income', '4100 Recurring']",92,4100 Recurring,
2023-02-27 00:00:00,Invoice,217,123456,2023-02-27T09:04:28-0800,Hassan Syyid,2023-02-27T09:04:28-0800,Hassan Syyid,Accenture,59,,,,,Organic Bananas,1234 Accounts Receivable (A/R),84,,30.00,,,30.0,31725.59,,.00,.00,"['Ordinary Income/Expenses', 'Income', '4100 Recurring']",92,4100 Recurring,
2023-02-27 00:00:00,Invoice,214,1,2023-02-27T08:47:20-0800,Hassan Syyid,2023-02-27T08:47:20-0800,Hassan Syyid,Accenture,59,,,,,Organic Bananas,1234 Accounts Receivable (A/R),84,,30.00,,,30.0,31755.59,,2.73,30.00,"['Ordinary Income/Expenses', 'Income', '4100 Recurring']",92,4100 Recurring,
2023-02-27 00:00:00,Invoice,215,1,2023-02-27T08:52:37-0800,Hassan Syyid,2023-02-27T08:52:37-0800,Hassan Syyid,Accenture,59,,,,,Organic Bananas,1234 Accounts Receivable (A/R),84,,30.00,,,30.0,31785.59,,2.73,30.00,"['Ordinary Income/Expenses', 'Income', '4100 Recurring']",92,4100 Recurring,
2023-02-28 00:00:00,Invoice,220,3020,2023-02-28T22:04:20-0800,Hassan Syyid,2023-02-28T22:04:20-0800,Hassan Syyid,Microsoft,60,,,,,Some yummy cookies!,1234 Accounts Receivable (A/R),84,,50.00,,,50.0,31835.59,,4.55,50.00,"['Ordinary Income/Expenses', 'Income', '4100 Recurring']",92,4100 Recurring,
2023-02-28 00:00:00,Invoice,219,3019,2023-02-28T22:01:47-0800,Hassan Syyid,2023-02-28T22:01:47-0800,Hassan Syyid,Microsoft,60,,,,,Some yummy cookies!,1234 Accounts Receivable (A/R),84,,50.00,,,50.0,31885.59,,4.55,50.00,"['Ordinary Income/Expenses', 'Income', '4100 Recurring']",92,4100 Recurring,
2023-02-28 00:00:00,Invoice,218,3019,2023-02-28T21:53:30-0800,Hassan Syyid,2023-02-28T21:53:30-0800,Hassan Syyid,Microsoft,60,,,,,Some yummy cookies!,1234 Accounts Receivable (A/R),84,,50.00,,,50.0,31935.59,,.00,.00,"['Ordinary Income/Expenses', 'Income', '4100 Recurring']",92,4100 Recurring,
2023-02-05 00:00:00,Invoice,185,1092,2023-02-05T18:41:13-0800,Hassan Syyid,2023-02-05T18:41:13-0800,Hassan Syyid,Amy's Bird Sanctuary,1,,,,,,1234 Accounts Receivable (A/R),84,,75.00,,,75.0,75.0,,.00,.00,"['Ordinary Income/Expenses', 'Income', 'Design income']",82,Design income,
2023-02-05 00:00:00,Invoice,183,1079,2023-02-05T18:26:51-0800,Hassan Syyid,2023-02-05T18:26:51-0800,Hassan Syyid,Amy's Bird Sanctuary,1,,,,,,1234 Accounts Receivable (A/R),84,,75.00,,,75.0,150.0,,.00,.00,"['Ordinary Income/Expenses', 'Income', 'Design income']",82,Design income,
2023-02-05 00:00:00,Invoice,184,1082,2023-02-05T18:28:15-0800,Hassan Syyid,2023-02-05T18:28:15-0800,Hassan Syyid,Amy's Bird Sanctuary,1,,,,,,1234 Accounts Receivable (A/R),84,,75.00,,,75.0,225.0,,.00,.00,"['Ordinary Income/Expenses', 'Income', 'Design income']",82,Design income,
2023-02-07 00:00:00,Invoice,188,1293,2023-02-07T15:16:16-0800,Hassan Syyid,2023-02-07T15:16:16-0800,Hassan Syyid,Amy's Bird Sanctuary,1,,,,,,1234 Accounts Receivable (A/R),84,,150.00,,,150.0,375.0,,.00,.00,"['Ordinary Income/Expenses', 'Income', 'Design income']",82,Design income,
2023-02-07 00:00:00,Invoice,186,1094,2023-02-07T07:06:33-0800,Hassan Syyid,2023-02-07T07:06:33-0800,Hassan Syyid,Amy's Bird Sanctuary,1,,,,,,1234 Accounts Receivable (A/R),84,,75.00,,,75.0,450.0,,.00,.00,"['Ordinary Income/Expenses', 'Income', 'Design income']",82,Design income,
2023-02-07 00:00:00,Invoice,189,1295,2023-02-07T16:10:09-0800,Hassan Syyid,2023-02-07T16:10:09-0800,Hassan Syyid,Amy's Bird Sanctuary,1,,,,,,1234 Accounts Receivable (A/R),84,,300.00,,,300.0,750.0,,.00,.00,"['Ordinary Income/Expenses', 'Income', 'Design income']",82,Design income,
2023-02-10 00:00:00,Invoice,193,1079,2023-02-10T13:52:46-0800,Hassan Syyid,2023-02-10T13:52:46-0800,Hassan Syyid,Amy's Bird Sanctuary,1,,,,,,1234 Accounts Receivable (A/R),84,,80.00,,,80.0,830.0,,.00,.00,"['Ordinary Income/Expenses', 'Income', 'Design income']",82,Design income,
2023-02-10 00:00:00,Invoice,194,2001,2023-02-10T14:13:23-0800,Hassan Syyid,2023-02-10T14:13:23-0800,Hassan Syyid,Amy's Bird Sanctuary,1,,,,,,1234 Accounts Receivable (A/R),84,,80.00,,,80.0,910.0,,.00,.00,"['Ordinary Income/Expenses', 'Income', 'Design income']",82,Design income,
2023-02-14 00:00:00,Invoice,203,1,2023-02-14T14:21:46-0800,Hassan Syyid,2023-02-14T14:21:46-0800,Hassan Syyid,Accenture,59,,,,,,1234 Accounts Receivable (A/R),84,,30.00,,,30.0,940.0,,.00,.00,"['Ordinary Income/Expenses', 'Income', 'Design income']",82,Design income,
2023-02-14 00:00:00,Invoice,202,2009,2023-02-14T10:23:05-0800,Hassan Syyid,2023-02-15T07:19:34-0800,Hassan Syyid,David Molot,64,,,,,,1234 Accounts Receivable (A/R),84,,300.00,,,300.0,1240.0,,24.00,300.00,"['Ordinary Income/Expenses', 'Income', 'Design income']",82,Design income,
2023-02-14 00:00:00,Invoice,204,1,2023-02-14T14:25:13-0800,Hassan Syyid,2023-02-14T14:25:13-0800,Hassan Syyid,Accenture,59,,,,,,1234 Accounts Receivable (A/R),84,,30.00,,,30.0,1270.0,,.00,.00,"['Ordinary Income/Expenses', 'Income', 'Design income']",82,Design income,
2023-02-23 00:00:00,Invoice,211,1,2023-02-23T11:25:06-0800,Hassan Syyid,2023-02-23T11:25:06-0800,Hassan Syyid,Accenture,59,,,,,Organic Bananas,1234 Accounts Receivable (A/R),84,,30.00,,,30.0,1300.0,,.00,.00,"['Ordinary Income/Expenses', 'Income', 'Design income']",82,Design income,
2023-02-14 00:00:00,Invoice,203,1,2023-02-14T14:21:46-0800,Hassan Syyid,2023-02-14T14:21:46-0800,Hassan Syyid,Accenture,59,,,,,Discount,1234 Accounts Receivable (A/R),84,10.00,,,,-10.0,-10.0,,.00,.00,"['Ordinary Income/Expenses', 'Income', 'Discounts given']",86,Discounts given,
2023-02-14 00:00:00,Invoice,204,1,2023-02-14T14:25:13-0800,Hassan Syyid,2023-02-14T14:25:13-0800,Hassan Syyid,Accenture,59,,,,,Discount,1234 Accounts Receivable (A/R),84,10.00,,,,-10.0,-20.0,,.00,.00,"['Ordinary Income/Expenses', 'Income', 'Discounts given']",86,Discounts given,
2023-02-14 00:00:00,Invoice,202,2009,2023-02-14T10:23:05-0800,Hassan Syyid,2023-02-14T10:23:05-0800,Hassan Syyid,David Molot,64,,,,,,1234 Accounts Receivable (A/R),84,,300.00,,,300.0,300.0,,.00,.00,"['Ordinary Income/Expenses', 'Income', 'Landscaping Services']",45,Landscaping Services,
2023-02-14 00:00:00,Invoice,202,2009,2023-02-14T10:23:05-0800,Hassan Syyid,2023-02-14T10:23:05-0800,Hassan Syyid,David Molot,64,,,,,,1234 Accounts Receivable (A/R),84,,300.00,,,300.0,300.0,,.00,.00,"['Ordinary Income/Expenses', 'Income', 'Landscaping Services', 'Job Materials', 'Fountains and Garden Lighting']",48,Fountains and Garden Lighting,
2023-02-14 00:00:00,Invoice,202,2009,2023-02-14T10:23:05-0800,Hassan Syyid,2023-02-15T07:19:34-0800,Hassan Syyid,David Molot,64,,,,,,1234 Accounts Receivable (A/R),84,,300.00,,,300.0,300.0,,24.00,300.00,"['Ordinary Income/Expenses', 'Income', 'Services']",1,Services,
2023-03-01 00:00:00,Journal Entry,311,lc_4_18_3_2023,2023-03-21T12:10:03-0700,Hassan Syyid,2023-03-21T12:10:03-0700,Hassan Syyid,,,,,,,ASC 842 JEs - Temple Solutions-TS Store 2 Period 3,-Split-,,,1331.58,,,1331.58,1631.58,,.00,.00,"['Ordinary Income/Expenses', 'Income', 'Services']",1,Services,
2023-03-01 00:00:00,Journal Entry,316,lc_4_17_3_2023,2023-03-21T12:32:05-0700,Hassan Syyid,2023-03-21T12:32:05-0700,Hassan Syyid,,,,,,,ASC 842 JEs - Temple Solutions-TS Store 1 Period 3,-Split-,,,1001.33,,,1001.33,2632.91,,.00,.00,"['Ordinary Income/Expenses', 'Income', 'Services']",1,Services,
2023-03-01 00:00:00,Journal Entry,314,lc_4_17_3_2023,2023-03-21T12:26:31-0700,Hassan Syyid,2023-03-21T12:26:31-0700,Hassan Syyid,,,,,,,ASC 842 JEs - Temple Solutions-TS Store 1 Period 3,-Split-,,,1001.33,,,1001.33,3634.24,,.00,.00,"['Ordinary Income/Expenses', 'Income', 'Services']",1,Services,
2023-03-01 00:00:00,Journal Entry,315,lc_4_18_3_2023,2023-03-21T12:32:05-0700,Hassan Syyid,2023-03-21T12:32:05-0700,Hassan Syyid,,,,,,,ASC 842 JEs - Temple Solutions-TS Store 2 Period 3,-Split-,,,1331.58,,,1331.58,4965.82,,.00,.00,"['Ordinary Income/Expenses', 'Income', 'Services']",1,Services,
2023-03-01 00:00:00,Journal Entry,313,lc_4_18_3_2023,2023-03-21T12:26:30-0700,Hassan Syyid,2023-03-21T12:26:30-0700,Hassan Syyid,,,,,,,ASC 842 JEs - Temple Solutions-TS Store 2 Period 3,-Split-,,,1331.58,,,1331.58,6297.4,,.00,.00,"['Ordinary Income/Expenses', 'Income', 'Services']",1,Services,
2023-03-01 00:00:00,Journal Entry,312,lc_4_17_3_2023,2023-03-21T12:10:03-0700,Hassan Syyid,2023-03-21T12:10:03-0700,Hassan Syyid,,,,,,,ASC 842 JEs - Temple Solutions-TS Store 1 Period 3,-Split-,,,1001.33,,,1001.33,7298.73,,.00,.00,"['Ordinary Income/Expenses', 'Income', 'Services']",1,Services,
2023-02-13 00:00:00,Invoice,200,2004,2023-02-13T16:59:03-0800,Hassan Syyid,2023-02-13T16:59:03-0800,Hassan Syyid,Microsoft,60,,,,,,1234 Accounts Receivable (A/R),84,25.00,,,,25.0,25.0,,,,"['Ordinary Income/Expenses', 'Cost of Goods Sold', '605100 Cost of Goods Sold']",80,605100 Cost of Goods Sold,
2023-02-19 00:00:00,Invoice,206,3005,2023-02-19T19:22:11-0800,Hassan Syyid,2023-02-19T19:22:11-0800,Hassan Syyid,Microsoft,60,,,,,Some yummy cookies!,1234 Accounts Receivable (A/R),84,25.00,,,,25.0,50.0,,,,"['Ordinary Income/Expenses', 'Cost of Goods Sold', '605100 Cost of Goods Sold']",80,605100 Cost of Goods Sold,
2023-02-19 00:00:00,Invoice,208,3005,2023-02-19T19:23:11-0800,Hassan Syyid,2023-02-19T19:23:11-0800,Hassan Syyid,Microsoft,60,,,,,Some yummy cookies!,1234 Accounts Receivable (A/R),84,25.00,,,,25.0,75.0,,,,"['Ordinary Income/Expenses', 'Cost of Goods Sold', '605100 Cost of Goods Sold']",80,605100 Cost of Goods Sold,
2023-02-19 00:00:00,Invoice,207,3005,2023-02-19T19:22:51-0800,Hassan Syyid,2023-02-19T19:22:51-0800,Hassan Syyid,Microsoft,60,,,,,Some yummy cookies!,1234 Accounts Receivable (A/R),84,25.00,,,,25.0,100.0,,,,"['Ordinary Income/Expenses', 'Cost of Goods Sold', '605100 Cost of Goods Sold']",80,605100 Cost of Goods Sold,
2023-02-22 00:00:00,Invoice,210,30,2023-02-22T06:56:40-0800,Hassan Syyid,2023-02-22T06:56:40-0800,Hassan Syyid,Microsoft,60,,,,,Some yummy cookies!,1234 Accounts Receivable (A/R),84,25.00,,,,25.0,125.0,,,,"['Ordinary Income/Expenses', 'Cost of Goods Sold', '605100 Cost of Goods Sold']",80,605100 Cost of Goods Sold,
2023-02-22 00:00:00,Invoice,209,30,2023-02-22T01:35:32-0800,Hassan Syyid,2023-02-22T01:35:32-0800,Hassan Syyid,Microsoft,60,,,,,Some yummy cookies!,1234 Accounts Receivable (A/R),84,25.00,,,,25.0,150.0,,,,"['Ordinary Income/Expenses', 'Cost of Goods Sold', '605100 Cost of Goods Sold']",80,605100 Cost of Goods Sold,
2023-02-24 00:00:00,Invoice,212,30,2023-02-24T05:10:34-0800,Hassan Syyid,2023-02-24T05:10:34-0800,Hassan Syyid,Microsoft,60,,,,,Some yummy cookies!,1234 Accounts Receivable (A/R),84,25.00,,,,25.0,175.0,,,,"['Ordinary Income/Expenses', 'Cost of Goods Sold', '605100 Cost of Goods Sold']",80,605100 Cost of Goods Sold,
